Index,Song,Lyrics
947. UFO - Rock bottom (1974)
946. Limp Bizkit - Behind Blue Eyes (2003)
945. Linkin Park - Burn it down (2012)
944. Aerosmith - Love in an Elevator (1989)
943. Tantric - Astounded (2001)
942. Bring Me The Horizon - Blasphemy (2015)
941. Megadeth - Hangar 18 (1991)
940. Nonpoint - What A Day (1997)
939. Skid Row - Slave To The Grind (1991)
938. Halestorm - I Am The Fire (2015)
937. Korn - Right Now (2003)
936. Motorhead - Deaf Forever (1986)
935. Seether - Truth (2005)
934. In This Moment - Sick Like Me (2014)
933. Judas Priest - Delivering The Goods (1978)
932. Marilyn Manson - The Dope Show (1998)
931. Bullet For My Valentine - Riot (2013)
930. Metallica - Hit The Lights (1982)
929. Pop Evil - Last Man Standing (2010)
928. Iron Maiden - The Prisoner (1982)
927. Godsmack - Situation (1997)
926. Crown the Empire - BLURRY (out of place) (2019)
925. Slipknot - Sulfur (2009)
924. Disturbed - Another way to die (2010)
923. Killswitch Engage - My Curse (2006)
922. Five Finger Death Punch - Never Enough (2008)
921. Nonpoint/Chad Gray - Miracle (2010)
920. Guns N Roses - Live and let die (1991)
919. Volbeat - Hallelujah Goat (2008)
918. Motionless In White - LOUD (Fuck It) (2017)
917. Megadeth - Foreclosure Of A Dream (1992)
916. Korn - Did My Time (2003)
915. Soundgarden - The Day I Tried To Live (1994)
914. Kiss - All Hell's Breaking Loose (1983)
913. Stabbing Westward - Shame (1996)
912. Godsmack - Something Different (2014)
911. Buckcherry - Crazy Bitch (2005)
910. Nothing More/Jacoby Shaddix - Don’t Stop (2017)
909. Seether - Gasoline (2003)
908. Black Sabbath - A National Acrobat (1973)
907. Metallica - The Unforgiven II (1998)
906. Def Leppard - Let It Go (1981)
905. Seether - Tonight (2011)
904. 3 Doors Down - Kryptonite (2000)
903. Dio - Rock 'N' Roll Children (1985)
902. Stone Sour - Gone Sovereign/Absolute Zero (2012)
901. Fuel - Hemorrhage (In My Hands) (2000)
900. Judas Priest - Hot Rockin' (1981)
899. Pop Evil - Deal With The Devil (2013)
898. White Zombie - More Human Than Human (1995)
897. Ozzy Osbourne - Desire (1993)
896. Theory Of A Deadman - Bitch Came Back (2011)
895. Metallica - Creeping Death (1983)
894. Of Mice & Men - Would You Still Be There (2014)
893. Incubus - Nice To Know You (2002)
892. Aerosmith - Draw The Line (1977)
891. Highly Suspect - 16 (2019)
890. Ozzy Osbourne - Perry Mason (1995)
889. Motorhead - Rock 'N' Roll (1987)
888. Adema - Giving in (2001)
887. Spinal Tap - Tonight I’m gonna rock you tonight (1984)
886. Five Finger Death Punch - American Capitalist (2011)
885. Don Felder - Heavy Metal (Takin' A Ride) (1981)
884. System Of A Down - Bounce (2001)
883. Rainbow - All Night Long (1979)
882. Ozzy Osbourne - Let Me Hear You Scream (2010)
881. Godsmack - Whatever (1997)
880. Bring Me The Horizon - Go To Hell, For Heaven's Sake (2013)
879. Dio - Hungry For Heaven (1985)
878. Tool - Prison Sex (1993)
877. Poison - Unskinny Bop (1990)
876. Queens Of The Stone Age - No One Knows (2002)
875. Five Finger Death Punch - Gone Away (2017)
874. Kiss - Strutter (1974)
873. Papa Roach - Broken home (2000)
872. All that Remains - This probably won’t end well (2015)
871. U.F.O. - Too Hot To Handle (1977)
870. Tool - Vicarious (2006)
869. Metallica - Ride The Lightning (1984)
868. System Of A Down - Needles (2001)
867. Soil - Halo (2001)
866. In This Moment - Whore (2013)
865. Pantera - 5 Minutes Alone (1994)
864. Alice Cooper - Feed my frankenstein (1992)
863. Serj Tankian - Empty Walls (2007)
862. Pop Evil - Torn to pieces (2014)
861. Danzig - Dirty black summer (1992)
860. Stone Sour - Made of scars (2006)
859. Def Leppard - Let’s get rocked (1992)
858. Fear Factory - Cars (1999)
857. All that Remains - Hold on (2010)
856. Ted Nugent - Wango Tango (1980)
855. Audioslave - Show me how to live (2002)
854. Alter Bridge - Addicted to Pain (2013)
853. Van Halen - Top Jimmy (1984)
852. Hed PE - Bartender (2000)
851. Sammy Hagar - Three Lock box (1982)
850. Puddle of Mudd - She hates me (2002)
849. Papa Roach - Leader of the broken hearts (2012)
848. Uriah Heep - Easy Livin (1972)
847. Kid Rock - American Bad Ass (2000)
846. Adelitas Way - Ready for war (pray for peace) (2016)
845. Scorpions - Holiday (1979)
844. Nine Inch Nails - The perfect drug (1997)
843. Thousand Foot Krutch - Light Up The Sky (2012)
842. Sevendust - Angel's Son (2001)
841. Motionless In White - Reincarnate (2014)
840. Nine Inch Nails - We're In This Together (1999)
839. Skillet - Rise (2013)
838. Pantera - Cemetery Gates (1990)
837. Disturbed - Asylum (2010)
836. Korn - Clown (1994)
835. Seether - Let You Down (2017)
834. Ozzy Osbourne - Waiting For Darkness (1983)
833. Finger Eleven - Paralyzer (2007)
832. Ghost - Faith (2018)
831. AC/DC - Rocker (1975)
830. Tool - Undertow (1993)
829. Fever 333 - Burn it (2018)
828. Motorhead - I’m so bad (Baby I don’t care) (1988)
827. Soundgarden - Pretty Noose (1996)
826. Adelitas Way - Sick (2011)
825. Diamond Head - Am I Evil? (1980)
824. Rammstein - Amerika (2004)
823. Korn - You’ll never find me (2019)
822. Black Sabbath - Lord of this world (1971)
821. Dio - Don’t talk to strangers (1983)
820. Linkin Park - What I’ve done (2007)
819. Nonpoint - Breaking skin (2014)
818. Ted Nugent - Dog eat dog (1976)
817. Halestorm - Apocalyptic (2015)
816. Kiss - Christine Sixteen (1977)
815. Disturbed - Liberate (2003)
814. Bring me the Horizon - Doomed (2015)
813. Iron Maiden - Powerslave (1984)
812. Saliva - Your disease (2000)
811. Five Finger Death Punch - Hell to pay (2015)
810. Nine Inch Nails - The hand that feeds (2005)
809. A Day To Remember - Paranoia (2016)
808. Judas Priest - Screaming for Vengeance (1981)
807. Alter Bridge - Isolation (2010)
806. Van Halen - So this is love (1981)
805. Sevendust - Driven (2007)
804. Black Sabbath - Sabbra Cadabra (1973)
803. Aerosmith - Big ten inch record (1975)
802. Godsmack - Speak (2006)
801. Stone Sour - Do me a favor (2013)
800. Metallica - The four horsemen (1983)
799. Poison - Something To Believe In (1990)
798. Korn - Make me bad (1999)
797. Papa Roach - Born For Greatness (2017)
796. Y&T - Mean streak (1983)
795. Killswitch Engage - The End Of Heartache (2004)
794. Skid Row - Monkey Business (1991)
793. Halestorm - Familiar Taste Of Poison (2009)
792. Disturbed - The Light (2015)
791. Shinedown - Heroes (2005)
790. Van Halen - D.O.A. (1979)
789. Volbeat - The Mirror And The Ripper (2010)
788. Deftones - My Own Summer (Shove It) (1997)
787. Ozzy Osbourne - Believer (1981)
786. Skillet - Feel Invincible (2016)
785. Puddle of mudd - Famous (2007)
784. Dokken - Breaking the Chains (1983)
783. Tool - Lateralus (2001)
782. Motorhead - Damage Case (1981)
781. Bring me the Horizon - Shadow Moses (2013)
780. Rob Zombie - Feel so Numb (2001)
779. Alice Cooper - Welcome to my Nightmare (1975)
778. Nothing More - Christ Copyright (2014)
777. Five Finger Death Punch - The Bleeding (2007)
776. Metallica - Welcome Home (Sanitarium) (1986)
775. Shinedown - Black Cadillac (2015)
774. Linkin Park - By myself (2000)
773. Montrose - Rock Candy (1973)
772. Beartooth - Afterall (2018)
771. Static-X - Bled for days (1999)
770. Van Halen - Take Your Whiskey Home (1980)
769. Ghost - Square Hammer (2016)
768. Puddle of Mudd - Control (2001)
767. Megadeth - Peace Sells (1986)
766. Shaman’s Harvest - In Chains (2014)
765. Godsmack - Greed (2000)
764. Deep Purple - Lazy (1972)
763. Killswitch Engage - Hate by Design (2016)
762. Disturbed - Just Stop (2005)
761. Iron Maiden - Die With Your Boots On (1983)
760. Papa Roach - She Loves Me Not (2002)
759. Rainbow - Stone Cold (1982)
758. Sevendust - Unraveling (2010)
757. Rob Zombie - Living Dead Girl (1998)
756. Scorpions - Can’t live without you (1982)
755. Halestorm - Freak like me (2012)
754. Staind - It’s been awhile (2001)
753. Triumph - Magic power (1981)
752. Five Finger Death Punch - No one gets left behind (2009)
751. Chevelle - The Clincher (2004)
750. Ted Nugent - Free for all (1976)
749. Seether - Country Song (2011)
748. Atreyu - Falling Down (2007)
747. Alice Cooper - Billion Dollar Babies (1973)
746. Hellyeah - Moth (2014)
745. Mudvayne - World So Cold (2002)
744. Ozzy Osbourne - Road to Nowhere (1991)
743. Volbeat - Doc Holiday (2013)
742. Default - Wasting my Time (2001)
741. Montrose - Bad Motor Scooter (1973)
740. Godsmack - Cryin Like a Bitch!! (2010)
739. Static-X - I’m With Stupid (1999)
738. Metallica - Don’t Tread on Me (1991)
737. Bring me the Horizon/Dani Filth - Wonderful life (2019)
736. Seether - Rise above this (2008)
735. AC/DC - Sin City (1978)
734. Bon Jovi - In and Out of Love (1985)
733. Mudvayne - Happy? (2005)
732. Iron Maiden - Where Eagles Dare (1983)
731. Papa Roach - Burn (2010)
730. Marilyn Manson - I Don’t Like the Drugs (But the Drugs Like Me) (1998)
729. Black Sabbath - The Mob Rules (1982)
728. Beartooth - Sick of me (2016)
727. Gravity Kills - Guilty (1996)
726. Judas Priest - Painkiller (1990)
725. 10 Years - Fix me (2010)
724. Megadeth - Angry again (1995)
723. Jackyl - Down on me (1992)
722. Three Days Grace - Right left wrong (2018)
721. Van Halen - Intruder /Pretty Woman (1982)
720. Linkin Park - Figure.09 (2003)
719. Chevelle - Take out the gunman (2014)
718. Godsmack - Voodoo (1997)
717. Motley Crue - Without you (1990)
716. Iron Maiden - Seventh Son of a Seventh Son (1988)
715. Korn/Skrillex/Kill the Noise - Narcissistic Cannibal (2011)
714. Avenged Sevenfold - Seize the day (2005)
713. Black Sabbath - Into the void (1971)
712. Halestorm - Mz. Hyde (2012)
711. System of a Down - Suite-Pee (1998)
710. Motorhead - Eat the rich (1987)
709. Korn - A.D.I.D.A.S. (1996)
708. Skillet - Legendary (2019)
707. Tesla - The way it is (1989)
706. Rage against the machine - No shelter (1998)
705. Seether - Save today (2014)
704. Dokken - Dream Warriors (1987)
703. Apocalyptica - I Don’t care (2007)
702. Foghat - I just want to make love to you (1972)
701. Killswitch Engage - In due time (2013)
700. Staind - Home (1999)
699. Black Sabbath - Neon Knights (1980)
698. Bullet for my Valentine - All these things I Hate (2005)
697. DED - Anti-Everything (2017)
696. Kiss - Deuce (2002)
695. Stone Sour - Digital (2010)
694. Van Halen - Right now (1992)
693. Linkin Park - Runaway (1999)
692. Slayer - Seasons in the Abyss (1990)
691. Bring me the Horizon - Can you feel my heart (2013)
690. Black Sabbath - The sign of the southern cross (2003)
689. Aerosmith - Chip away the stone (1978)
688. Slipknot - Left behind (2001)
687. Pop Evil - Be Legendary (2018)
686. Kiss - Love gun (1977)
685. P.O.D. - Boom (2001)
684. Five Finger Death Punch - Battle born (2013)
683. Metallica - Leper Messiah (1986)
682. Foo Fighters - All my life (2002)
681. Judas Priest - The Hellion/Electric Eye (1982)
680. Metallica - The memory remains (1997)
679. Adelitas Way - Still hungry (2018)
678. Ozzy Osbourne - Mr Tinkertrain (1991)
677. Cold - Stupid Girl (2003)
676. In This Moment - Roots (2017)
675. Van Halen - Somebody get me a doctor (1979)
674. Rob Zombie - Never gonna stop (The red red kroovy) (2001)
673. Slipknot - Killpop (2013)
672. Flyleaf - I’m so sick (2005)
671. Papa Roach - American Dreams (2017)
670. Black Sabbath - Sabbath Bloody Sabbath (1973)
669. Three Days Grace - The mountain (2018)
668. Def Leppard - Armageddon It (1987)
667. Audioslave - Doesn’t remind me (2005)
666. IRON MAIDEN - THE NUMBER OF THE BEAST (1982)
665. Korn - Here to stay (2002)
664. Chevelle - Hats off to the bull (2011)
663. Skillet - Hero (2009)
662. AC/DC - Let there be rock (1977)
661. Shinedown - Amaryllis (2011)
660. Metallica - I Disappear (2000)
659. Primus - Jerry was a race car driver (1991)
658. Bullet for my Valentine - Fever (2010)
657. Mudvayne - Fall into sleep (2005)
656. Def Leppard - High 'N' Dry (Saturday Night) (1981)
655. Badflower - The jester (2019)
654. Puddle of Mudd - Blurry (2001)
653. Motorhead - Hellraiser (1992)
652. Disturbed - Voices (2000)
651. Deep Purple - Space Truckin' (1972)
650. I Prevail - Scars (2016)
649. Guns N Roses - Hair of the dog (1993)
648. Metallica - Battery (1986)
647. Asking Alexandria - Into The Fire (2017)
646. Rob Zombie/Howard Stern - The Great American Nightmare (1997)
645. Rainbow - Street Of Dreams (1983)
644. Poison - I Won't Forget You (1986)
643. Rage Against The Machine - Bullet In The Head (1991)
642. Underoath - Ihateit (2018)
641. Linkin Park - Breaking the Habit (2004)
640. Cult - Sweet soul sister (1989)
639. Papa Roach - F.E.A.R. (Face Everything And Rise) (2014)
638. Staind - Outside (2001)
637. Van Halen - Why Can't This Be Love (1986)
636. Seether - Weak (2013)
635. Ozzy Osbourne - Goodbye To Romance (1980)
634. Five Finger Death Punch - My Nemesis (2015)
633. Evanescence - Going Under (2003)
632. Iron Maiden - Where eagles dare (1983) (repeat)
631. Avatar - The eagle has landed (2016)
630. Sevendust - Black (1997)
629. Blackfoot - Train, train (1979)
628. Korn - Thoughtless (2002)
627. Scorpions - Rhythm of Love (1988)
626. From Ashes to New - My name (2018)
625. Godsmack - Keep away from me (1997)
624. Black Sabbath - The wizard (1970)
623. Bad Wolves/DIAMANTE - Hear me now (2018)
622. Monster Magnet - Space Lord (1998)
621. Judas Priest - The Green Manalishi (with the two prong clown) (1979)
620. Skillet - Awake and Alive (2010)
619. Mudvayne - Forget and remember (2005)
618. Foghat - Fool for the city (1975)
617. Memphis May Fire - The old me (2018)
616. Saliva - Always (2002)
615. Kiss - Calling Dr love (1977)
614. Trivium - Strife (2013)
613. Def Leppard - Women (1987)
612. Volbeat - Still counting (2012)
611. Black Sabbath - Snowblind (1972)
610. Shinedown - Adrenaline (2013)
609. Kid Rock - Cowboy (1999)
608. Def Leppard - Rock rock (til you drop) (1983)
607. Adelitas Way - What it takes (2019)
606. Seether - Remedy (2005)
605. Van Halen - Where have all the good times gone (1982)
604. Starset - Manifest (2019)
603. System of a Down - Innervision (2002)
602. Metallica - ...and Justice for all (1988)
601. Badflower - Ghost (2018)
600. Warrant - Sometimes She Cries (1989)
599. Velvet Revolver - Slither (2004)
598. Nine Inch Nails - Down In It (1989)
597. Papa Roach - Falling Apart (2015)
596. Avenged Sevenfold - Scream (2008)
595. Cult - Love Removal Machine (1987)
594. Five Finger Death Punch - When The Seasons Change (2018)
593. Godsmack - Realign (2004)
592. Krokus - Screaming In The Night (1983)
591. Theory Of A Deadman - Angel (2014)
590. Three Days Grace - Break (2009)
589. Deep Purple - Woman From Tokyo (1973)
588. Otherwise - Soldiers (2012)
587. Flyleaf - All Around Me (2005)
586. Van Halen - Atomic Punk (1978)
585. Bring Me The Horizon - Drown (2014)
584. Shinedown - Save Me (2005)
583. Ozzy Osbourne - Miracle Man (1988)
582. Halestorm - I Miss The Misery (2012)
581. Linkin Park - Points of Authority (2001)
580. Iron Maiden - Can I Play With Madness (1988)
579. Killswitch Engage - I Am Broken Too (2019)
578. Sevendust - Denial (1999)
577. Megadeth - Sweating Bullets (1992)
576. In Flames - I Am Above (2019)
575. Korn - Did my time (2001) Repeat
574. Scorpions - Blackout (1982)
573. Hellyeah - Human (2016)
572. Disturbed - Land of Confusion (2006)
571. Aerosmith - Toys In The Attic (1975)
570. Kiss - Shout it out loud (1976)
569. Sevendust - Decay (2013)
568. Limp Bizkit - Nookie (1999)
567. Black sabbath - Lady Evil (1980)
566. Thousand Foot Krutch - fly on the wall (2012)
565. Atreyu - Becoming The Bull (2007)
564. Alice Cooper - 18 (1970)
563. Nothing more - do you really want it (2017)
562. Three days grace - world so cold (2009)
561. Triumph - Fight the good fight (1981)
560. Deftones/Maynard James Keenan - Passenger (2000)
559. Avenged Sevenfold - Carry On (2012)
558. Breaking Benjamin - The Diary Of Jane (2006)
557. Van Halen - Mean street (1981)
556. Motionless In White - Voices (2017)
555. Metallica - Until it sleeps (1996)
554. Deep Purple - Highway Star (1972)
553. Three Days Grace - Misery Loves My Company (2012)
552. P.O.D - Alive (2001)
551. Metallica - Blackened (1988)
550. Seether - Words As Weapons (2014)
549. Cinderella - Don’t know what you got (till it’s gone) (1988)
548. Chevelle - Vitamin R (Leading us along) (2004)
547. Underoath - Rapture (2018)
546. Dio - Stand up and shout (1983)
545. Fozzy - Painless (2017)
544. Nonpoint - In the air tonight (2004)
543. Scorpions - I'm Leaving You (1984)
542. Bring me the Horizon - MANTRA (2018)
541. Disturbed - The Game (2000)
540. Iron Maiden - Aces high (1984)
539. Skid Row - Piece Of Me (1989)
538. Nine Inch Nails - March Of The Pigs (1994)
537. Pop Evil - Footsteps (2015)
536. Three Days Grace - Home (2003)
535. Ozzy Osbourne - Hellraiser (1991)
534. Shinedown - Asking For It (2015)
533. Foo Fighters - The Pretender (2007)
532. Judas Priest - Hell Bent For Leather (1978)
531. Chevelle - Face to the floor (2004)
530. Godsmack - Straight out of line (2012)
529. Van Halen - Drop dead legs (1984)
528. Five Finger Death Punch - Sham Pain (2018)
527. Korn - Got the life (1998)
526. Metallica - Harvester of Sorrow (1988)
525. Parkway Drive - The void (2018)
524. 10 Years - Wasteland (2015)
523. Alice Cooper - School’s Out (1972)
522. I Prevail - Alone (2016)
521. Union Underground - Turn me on “Mr. Deadman” (2000)
520. Fastway - Say that you will (1983)
519. Nonpoint - That Day (2013)
518. Seether - Fake it (2007)
517. Thin Lizzy - Jailbreak (1976)
516. Atreyu - The time is now (2018)
515. DAYS OF THE NEW - Touch, Peel And Stand (1997)
514. Blue Oyster Cult - Godzilla (1977)
513. Skillet - The resistance (2016)
512. Saliva - Ladies and Gentlemen (2006)
511. AC/DC - Touch too much (1980)
510. Shinedown - How did you love (2016)
509. System of a Down - I-E-A-I-A-I-O (2002)
508. Volbeat - Devil’s Bleeding Crown (2016)
507. Poison - Ain’t Nothin' But A Good Time (1988)
506. Slipknot - Snuff (2009)
505. Van Halen - Beautiful Girls (1979)
504. Ice Nine Kills - A Grave mistake (2018)
503. Linkin Park - Bleed it out (2007)
502. Ted Nugent - Cat scratch fever (1977)
501. From Ashes to New - Through it all (2015)
500. Incubus - I Wish You Were Here (2001)
499. Black Sabbath - Black Sabbath (1970)
498. Thousand Foot Krutch - Push (2016)
497. Rage Against the Machine - Freedom (1994)
496. Accept - Balls To The Wall (1984)
495. Beartooth - Hated (2016)
494. Papa Roach - Scars (2005)
493. Judas Priest - Some Heads Are Gonna Roll (1984)
492. Shinedown - Diamond Eyes (2010)
491. Disturbed - Prayer (2002)
490. Scorpions - Big City Nights (1984)
489. Tool - Stinkfist (1996)
488. Dokken - Alone Again (1984)
487. Bring Me the Horizon - Sleepwalking (2013)
486. Skillet - Monster (2009)
485. Iron Maiden - Flight of Icarus (1983)
484. Three Days Grace - Infrared (2018)
483. Breaking Benjamin - I Will Now bow (2009)
482. Nine Inch Nails - Terrible Lie (1989)
481. Linkin Park - New Divide (2009)
480. In this moment - Blood (2012)
479. Slipknot - Psychosocial (2008)
478. Rainbow - Since You Been Gone (1979)
477. Disturbed - Are you ready (2018)
476. Korn - Falling away from me (1999)
475. Helmet - Unsung (1991)
474. Five Finger Death Punch - I Apologize (2015)
473. Motley Crue - Don’t go away mad (just go away) (1990)
472. Seether - Breakdown (2007)
471. Godsmack - Under your scars (2018)
470. Breaking Benjamin - Sooner or later (2004)
469. Alice Cooper - No More Mr Nice Guy (1973)
468. Pop Evil - Trenches (2013)
467. Papa Roach - Between Angels And Insects (2000)
466. Motionless In White - Another Life (2019)
465. Black Sabbath - Fairies Wear Boots (1970)
464. Def Leppard - Rocket (1983)
463. Limp Bizkit - Take a look around (2000)
462. Avenged Sevenfold - So Far Away (2010)
461. Metallica - Fade to black (1984)
460. Taproot - Poem (2002)
459. Memphis May Fire - Heavy Is The Weight (2018)
458. Audioslave - I Am The Highway (2002)
457. I Prevail - Bow Down (2019)
456. Whitesnake - Here I Go again (1982)
455. Three Days Grace - Pain (2006)
454. Adelitas Way - Notorious (2017)
453. Ozzy Osbourne - Little dolls (1981)
452. Sevendust - Face To Face (2004)
451. Nothing More - Fade In / Fade Out (2017)
450. Iron Maiden - Wasted years (1986)
449. Linkin Park - Lying From You (2003)
448. Steelheart - I'll Never Let You Go (1990)
447. Killswitch Engage - Always (2013)
446. Aerosmith - Kings and Queens (1978)
445. Dio - We Rock (1984)
444. Volbeat - Seal the Deal (2016)
443. Metallica - Sad But True (1993)
442. Primus - Wynona's Big Brown Beaver (1995)
441. Atreyu - You Give Love A Bad Name (2004)
440. Shinedown - State of my head (2015)
439. Nonpoint - Bullet with a name (2005)
438. Cinderella - Somebody Save me (1986)
437. Bring me the Horizon - True friends (2015)
436. Ted Nugent - Stranglehold (1975)
435. Everlast - What It's Like (1998)
434. Breaking Benjamin - Red Cold River (2018)
433. Guns N Roses - You could be mine (1991)
432. Firehouse - all she wrote (1991)
431. Bad Wolves - Killing me slowly (2019)
430. Alice Cooper - Poison (1989)
429. Stabbing Westward - Save yourself (1998)
428. From Ashes to New - Crazy (2018)
427. AC/DC - High Voltage (1975)
426. Breaking Benjamin - Lights out (2009)
425. Quiet Riot - Bang your head (metal health) (1982)
424. Asking Alexandria - The violence (2019)
423. Van Halen - Ice Cream man (1978)
422. Limp Bizkit - Faith (1998)
421. Seether - Same damn live (2013)
420. Ozzy Osbourne - You can’t kill rock and roll (1981)
419. Rage Against the Machine - Bombtrack (1993)
418. Shinedown - Bully (2012)
417. Ratt - you’re in love (1985)
416. Thousand foot krutch - let the sparks fly (2012)
415. Cypress Hill - Rock superstar (2000)
414. Amity Affliction - Drag the lake (2018)
413. Motley Crue - Same Ol Situation (SOS) (1990)
412. Three days grace - Just like you (2004)
411. Beartooth - You never know (2016)
410. Korn - No place to hide (1996)
409. Dokken - Into the fire (1984)
408. AC/DC - Problem Child (1976)
407. Five finger death punch - Blue on black (2019)
406. Sick Puppies - you’re going down (2009)
405. Metallica - Seek and destroy (1983)
404. Breaking Benjamin - Failure (2015)
403. Chevelle - Jars (2009)
402. Black Sabbath - Electric Funeral (1970)
401. Atreyu - House of gold (2018)
400. Metallica - King nothing (1997)
399. AC/DC - Jailbreak (1976)
398. Godsmack - Love-hate-sex-pain (2010)
397. Shinedown - Fly from the inside (2003)
396. Van Halen - Feel your love tonight (1978)
395. Volbeat - The hangman’s body count (2013)
394. Evanescence - Bring me to life (2003)
393. Nazareth - Hair of the dog (1975)
392. Nonpoint - Misery (2014)
391. Avenged Sevenfold - Beast and the harlot (2006)
390. Iron Maiden - 2 Minutes to Midnight (1984)
389. Sevendust - Waffle (2000)
388. Guns N Roses - Out ta get me (1987)
387. Black Sabbath - Heaven and hell (1980)
386. Disturbed - The night (2008)
385. Theory of a Deadman - Rx (medicate) (2017)
384. Scorpions - Rock you like a hurricane (1984)
383. LA Guns - The ballad of jane (1989)
382. 10 Years - Novacaine (2017)
381. Black Sabbath - NIB (1970)
380. Limp Bizkit - My way (2000)
379. Like a storm - Love the way you hate me (2014)
378. Linkin Park - Somewhere I Belong (2003)
377. Falling in Reverse - Popular monster (2020)
376. Kiss - Tears are falling (1985)
375. Shinedown - Devil (2019)
374. Static-X - Push it (1999)
373. AC/DC - If you want blood you got it (1979)
372. Mark Morton/Chester Bennington - Cross off (2019)
371. Metallica - Turn the page (1998)
370. Highly Suspect - My name is human (2016)
369. Judas Priest - Turbo Lover (1986)
368. Nothing More - Let em burn (2017)
367. Three days grace - Riot (2007)
366. Beartooth - In between (2014)
365. Def Leppard - Bringin on the heartbreak (1981)
364. Disturbed - Ten thousand fists (2006)
363. Pop Evil - Walking Lions (2017)
362. Kix - Don’t close your eyes (1989)
361. Danzig - Mother (1988)
360. Red - Breathe into me (2006)
359. I Prevail - Lifelines (2016)
358. Rage against the machine - People of the sun (1996)
357. Shinedown - The crow and the butterfly (2010)
356. Kiss - Detroit Rock city (1976)
355. Poison - Talk dirty to me (1986)
354. Three days grace - The high road (2013)
353. Deftones - Back to school (2001)
352. Blue Oyster Cult - Don’t fear the reaper (1976)
351. Five finger death punch - Hard to see (2009)
350. Seether - Nobody praying for me (2015)
349. Dio - straight from the heart (1983)
348. Soundgarden - Fell on black days (1994)
347. Metallica - Fuel (1998)
346. Disturbed - The vengeful one (2016)
345. AC/DC - Moneytalks (1990)
344. Breaking Benjamin - Polyamerous (2002)
343. All that remains - What if i was nothing (2012)
342. Van Halen - Everybody Wants Some!! (1980)
341. Korn - Twisted Transistor (2005)
340. Breaking Benjamin - Never again (2016)
339. POD - Youth of the Nation (2001)
338. Foghat - Slow ride (1976)
337. Chevelle - I Get it (2008)
336. Whitesnake - Slow an easy (1984)
335. Godsmack - Bad religion (1997)
334. Papa Roach - Help (2017)
333. Pantera - Revolution is my name (2000)
332. Van Halen - Jamie’s cryin (1978)
331. Warrant - Down boys (1989)
330. Motionless in white - Disguise (2019)
329. Judas Priest - Living After midnight (1980)
328. White Zombie - Super charger heaven (1995)
327. Bon Jovi - Wanted dead or alive (1986)
326. Shinedown - Monsters (2018)
325. Aerosmith - Train kept a rollin (1974)
324. Sammy Hagar - I Can't Drive 55 (1984)
323. Saliva - Click click boom (2001)
322. AC/DC - Who Made Who (1986)
321. Beastie Boys - No Sleep till Brooklyn (1986)
320. Tool - Aenima (1996)
319. Ozzy Osbourne - Mama I'm coming home (1992)
318. Disturbed - Sound of Silence (2016)
317. Five Finger Death Punch - Never enough (2008)
316. Breaking Benjamin - Torn in Two (2018)
315. Twisted Sister - We're Not gonna take it (1984)
314. limp bizkit - break stuff (1999)
313. Hellyeah - Welcome home (2019)
312. Metallica - Wherever I May roam (1992)
311. Rage Against The Machine - Born of a Broken Man (1999)
310. I Prevail - Hurricane (2019)
309. Dio - The last in line (1984)
308. Great White - Rock me (1987)
307. Slipknot - Vermillion (2004)
306. Shinedown - Cut the Cord (2016)
305. Three Days Grace - I Hate everything about you (2003)
304. Bring Me The Horizon - Throne (2015)
303. UFO - Lights out (1977)
302. Cinderella - Shake me (1986)
301. Linkin Park - Crawling (2001)
300. Volbeat - Dead But Rising (2013)
299. Black Sabbath - Sweet Leaf (1971)
298. Papa Roach - Forever (2006)
297. Guns N Roses - Used to love her (1988)
296. AC/DC - Big gun (1993)
295. Shinedown - Enemies (2012)
294. Led Zeppelin - Rock and roll (1972)
293. Ghost - Dance Macabre (2018)
292. Audioslave - Cochise (2002)
291. Motley Crue - Primal scream (1991)
290. Ram Jam - Black Betty (1977)
289. Five Finger Death Punch - Remember everything (2009)
288. Korn - Y'All Want A Single (2003)
287. Ratt - Lay It Down (1985)
286. Breaking Benjamin - Until The End (2006)
285. Starset - My demons (2014)
284. Ozzy Osbourne - Diary of a Madman (1981)
283. Disturbed - Inside The Fire (2008)
282. Avenged Sevenfold - Welcome to the family (2010)
281. Van Halen - Dance the night away (1979)
280. Warrant - Uncle Tom’s Cabin (1990)
279. POD - Southtown (2000)
278. Thousand Foot krutch - Untraveled road (2014)
277. Scorpions - The zoo (1980)
276. Queensryche - Jet city woman (1991)
275. Nine Inch Nails - Head like a hole (1989)
274. Three Days Grace - Chalk Outline (2012)
273. Linkin Park - Papercut (2001)
272. AC/DC - Girls got rhythm (1979)
271. Whitesnake - Is This Love (1987)
270. Volbeat - Lola Montez (2013)
269. Deftones - Change (In The House Of Flies) (2000)
268. Thin Lizzy - The boys are back in town (1976)
267. Breaking Benjamin - Angels Fall (2015)
266. Papa Roach - Getting away with murder (2004)
265. Metallica - The Unforgiven (1991)
264. Motionless in White - Brand new numb (2019)
263. Slipknot - Nero Forte (2020)
262. Kiss - God Of Thunder (1975)
261. Autograph - Turn Up The Radio (1984)
260. Bullet For My Valentine - Letting You Go (2018)
259. AC/DC - Big Balls (1976)
258. Shinedown - Devour (2008)
257. Gemini Syndrome - Stardust (2013)
256. Sammy Hagar - There’s Only One Way To Rock (1982)
