CommentID,UserID,Comment,Number_of_Likes,Number_of_Replies,Updated_At,TextBlob Polarity Score,TextBlob Subjectivity Score,Vader_Neg,Vader_Neu,Vader_Pos,Vader_Com,Flesch Reading Ease Score,Gunning_Fog Score,Sarcasm,Emotion
UgxujYVjClHm6rv7Pod4AaABAg,@alfey9702,Gurran lagann is definitely a genuinely good series.. The ending was sad but good. The story telling is funny and goofy. The characters are very iconic. And the theme of breaking though your limitations in a hope for a better future.. Its a good series especially kamina.. He might be flawed like a repeating tape recorder.. But his confidence in his lil bro aka Simon in becoming someone better then him was his end goal.. I love his character just because he&#39;s relatable in this predicmant.. As a older bro i have the same mentality as him. Pushing my sibling to do better then me. Even if they are scared to take the leap.. Yeah I might be harsh but I care for there future more then being scene as a heartless brother. Either way this is a great show 10/10. The death of kamina on episode 7 made me cry for a few hours then I went back to watching it.,0,0,2022-12-13T13:13:03Z,0.2615942028985507,0.5503623188405797,0.123,0.623,0.254,0.9839,85.89,7.04,1,sadness
UgxUt_0421zEOuHGbqB4AaABAg,@Vejitatheouji,Strange. I always thought the weakest part of the series was the episodes after the time skip.,0,0,2022-12-11T17:08:16Z,-0.05,0.15,0.254,0.746,0.0,-0.6249,88.06,6.8,0,sadness
UgzRNdla5DlbqIf3ZhV4AaABAg,@corebite,"I&#39;m not sure if I&#39;m right. But it feels like gurren lagann embraces absurdism. Simon and kamina are absurd hero&#39;s. Because, their whole being rebels against the futility of existence.",0,0,2022-12-10T20:28:01Z,-0.0660714285714285,0.7061507936507936,0.108,0.796,0.096,0.1454,72.32,8.33,1,guilt
Ugx8vcjMHdSm2_4PRzB4AaABAg,@jotapab9965,being gainax<br>create ttgl a total masterpeace<br>broke<br>refuses to elaborate,1,0,2022-12-02T13:02:39Z,0.25,0.875,0.0,1.0,0.0,0.0,-12.79,13.2,1,anger
UgxMkbENAMqUw0Qqir14AaABAg,@akiokaze6232,"anyway it,s because of Yoko i continue watching from early episode",0,0,2022-11-28T13:23:56Z,0.1,0.3,0.0,1.0,0.0,0.0,68.77,8.04,1,disgust
Ugz5-apwl7MSRDKT75p4AaABAg,@ThePrinceOfSpace413,"You should stop over thinking it so much, and just enjoy the ride. After all, throw out logic, and DO THE IMPOSSIBLE!",0,0,2022-11-18T21:56:58Z,-0.0777777777777777,0.5666666666666667,0.086,0.778,0.136,0.3164,85.69,4.4,0,disgust
Ugxy4yX-OiZuRvc2o9R4AaABAg,@shunpo6295,Kamina is a chad,0,0,2022-11-13T09:25:24Z,0.0,0.0,0.0,1.0,0.0,0.0,75.88,11.6,0,sadness
Ugy6LSmrpYz_flGFOi14AaABAg,@Magicdfox,"one of the craziest things about his death is I thought he did survive. In the very first episode we get a glimpse of the future and a very kamina-esque character. So when he “died” I thought to myself “ah, clever. They already hinted that he survives on the first episode but for now we think he’s dead for him to come up again as a surprise later.” So I kept expecting him to show up as a surprise. It wasn’t until Simon donned the new glasses that I realized that character I’d seen wasn’t kamiya, it was the man he’d inspired and it all hit me at once. I’m not sure if it was intentional or not but it made the ending even more impactful for me then it was already. Not only was the hope that kamiya was alive lost but so were many others. What a great show and strong finale.",1,0,2022-11-04T03:41:17Z,0.1974242424242424,0.5101178451178451,0.081,0.763,0.157,0.9438,87.96,8.66,0,fear
Ugy2F9sqbi6JF4uW60l4AaABAg,@jorgechs4711,The ending of Guren Lagann is the only actual way the story could have ended; for real anyone that doesnt liked it just misunderstand the hero way of Simon and the lessons this story want to tells,0,0,2022-10-12T19:55:01Z,0.2,0.55,0.113,0.772,0.115,0.0176,50.84,16.96,0,disgust
UgxrSqCue3Azmed8wxB4AaABAg,@wanaplay6923,What people consider the weakest act I consider the best act. After episode 7 it took me years to finish this anime.,0,0,2022-10-08T23:41:29Z,1.0,0.3,0.12,0.727,0.153,0.2263,77.23,6.22,1,disgust
Ugwp0fGTKpJLucPCB6h4AaABAg,@juansalazar3381,Fuck imma go re watch gurren lagann 😭,0,0,2022-10-05T13:53:10Z,-0.4,0.6,0.452,0.548,0.0,-0.765,81.29,2.8,1,sadness
UgxzWyC9vFmV2od0GYJ4AaABAg,@s-m_dword295,"Just who the hell do you think I am!!?!<br><br>Kick logic out and do the impossible!<br><br>Believe in the me who believes in you!<br><br>Believe in the you that I believe in!<br><br>Believe in the you that believes in yourself!<br><br>Row row fight the power!<br><br>Do the impossible see the invisible!<br><br>Touch the untouchable break the unbreakable!<br><br>Your drill will pierce the heavens!<br><br>Drills are your soul!<br><br>There are just some things I have to see!<br><br>SIMON! LET’S SEE YOU GRIT THOSE TEETH!<br><br>Once I’ve drilled through, it means I’ve won!<br><br>Im not my bro, I’m me! <br><br>If you decide to be a wall that stands in my way, I have something that will open a hole in you EVERY TIME! AND THAT SOMETHING.. IS MY DRILL!<br><br>ROSSIU! LET’S SEE YOU GRIT THOSE TEETH!<br><br>Just don’t be distracted.. by the what-if’s, should-have’s, and if-only’s. The one thing you choose for yourself, THAT is the truth of your universe.<br><br>We don’t care about time, or space, or multidimensional whatever’s! Force yourself down a path that YOU choose to take and do it all yourself! That’s the team Dai-Gurren way!<br><br>Even when trapped by the infinite cycle of violence, the dreams we left behind will open the door! Even if the infinite universe stands in our way, our seething blood will determine what will be! We’ll break through time and space.. AND DEFY ALL WHO TRY TO GRAB HOLD OF OUR PATH!<br><br>We evolve, beyond the person we were a minute before! Little by little, we advance a bit further with each turn! That’s how a drill works!<br><br>Mark my words, this drill.. is gonna open a hole in the universe! The dreams of those who have fallen.. the hopes of those who will follow! Those two sets of dreams weave together into a double helix, drilling a path towards tomorrow!<br><br>That may be, but I believe..<br>I believe in humanity.. I believe in the future!<br>I believe..<br>My drill…<br>Is.. my..<br>SOUL!!!!!!",2,1,2022-10-02T19:22:11Z,-0.2298611111111111,0.4367063492063492,0.035,0.92,0.045,0.4153,87.92,4.66,1,anger
UgxwxbRPMqb9yMxxPod4AaABAg,@yoursonisold8743,"When Kamina revealed that he is just putting on a  brave front and that he never was the kind of reckless hero he portrays himself as, that&#39;s when the show became great to me. More inspiring than an indomitable natural leader is a man who fears and doubts, but pushes past it because he knows those around him need him to be something more. It showed that the anime was self-aware of how much bluster it used before and that it was all intentional. <br>Kamina had the least spiral power in the group, he was basically just a normal guy with a lot of grit who truly understood people. And I find that even more interesting than Simon&#39;s slow progression into a leader who actually has infinite potential from the start.",6,0,2022-09-24T12:34:26Z,0.2529411764705883,0.5852941176470589,0.038,0.833,0.129,0.9215,61.8,13.53,1,fear
Ugy7P98mmiOxqBuKXkd4AaABAg,@clxp3680,Believe in the me that believes in you,0,0,2022-09-04T04:53:04Z,0.0,0.0,0.0,1.0,0.0,0.0,88.74,3.2,1,sadness
UgwLo3eKGs0NaML7eXh4AaABAg,@alexargueta7998,i love this show,1,0,2022-08-14T17:21:20Z,0.5,0.6,0.0,0.417,0.583,0.6369,118.18,1.6,0,joy
UgzE_cRRmzvztzX0zzh4AaABAg,@solarflarecj1067,The opening act is the REASON the later acts are so good! It’s the foundation!,3,0,2022-07-22T03:26:26Z,0.5,0.3,0.0,0.764,0.236,0.6514,89.24,5.67,0,guilt
UgwMNsh1S72w8w29a2d4AaABAg,@masked0warrior,"I saw Kamina as the impersonation of the evolution spirit itself. Always strive upwards, do the impossible, etc. That&#39;s pretty much what the spiral power and evolution is all about.",5,0,2022-07-14T04:25:22Z,-0.0722222222222222,0.7333333333333334,0.0,0.851,0.149,0.5994,61.33,8.0,0,disgust
UgwyU9WIM4SLWNBhfdN4AaABAg,@zeehero7280,"Kamina spouts crap, but it is crap we can all get behind!",1,0,2022-06-21T14:24:19Z,-0.7000000000000001,0.7666666666666666,0.355,0.645,0.0,-0.6696,84.68,8.13,0,sadness
UgxBHOHgPNUjLaSyKCl4AaABAg,@donsanmafia3846,Came here just to say this is my favorite anime of all time,0,0,2022-06-12T08:54:56Z,0.5,1.0,0.0,0.8,0.2,0.4588,92.12,5.2,0,joy
UgwXW1dp-r3mkHpcPH54AaABAg,@IsaacClodfelter,"I have been thinking about it on and off since I watched the show years ago, I don&#39;t think I ever enjoyed being lied to as much as I did by this show. Because the start of this show is basically just lies to make the latter parts hit harder and it works so well.",0,0,2022-06-07T12:51:49Z,0.15,0.2249999999999999,0.086,0.817,0.097,0.1633,77.4,11.73,1,guilt
UgwM4olQInilzsx5F_h4AaABAg,@prophetgamern3024,"Just finished today, my God what an anime.",0,0,2022-05-30T21:05:05Z,0.0,0.0,0.0,0.769,0.231,0.2732,80.28,3.2,1,sadness
UgwzgJ3e98VznY55K8h4AaABAg,@michaelyu6250,To this day Kamina is one of the most inspirational characters.,0,0,2022-05-27T11:26:44Z,0.5,0.75,0.0,0.736,0.264,0.5563,60.31,15.31,1,sadness
Ugw4UqT6oHTjJI4s4Qx4AaABAg,@Dasha-Soul,"The thing I don&#39;t like is that Simon only recovers because of Nia. So the message is: &quot;get a cute girl who supports you and you can be the man you want to be&quot;? <br><br>Spoilers of Evangelion 3.0+1.01 ahead:<br><br><br><br><br>IT&#39;S THE SAME fkin thing with Shinji on the last movie, The mary sue appeared and then Shinji&#39;s happy again.",1,1,2022-05-10T23:29:41Z,0.26,0.6383333333333334,0.0,0.803,0.197,0.9001,73.68,7.18,0,disgust
UgyDqb_Uw8TPEsjlLa54AaABAg,@thebigdog9785,I love this show so much it suprised me so many times with how deep it actually was when on the surface it just seemed so silly,0,0,2022-05-07T02:20:38Z,0.1166666666666666,0.4458333333333333,0.0,0.815,0.185,0.6899,77.91,12.28,0,joy
Ugwd8cMuShCNPbaYLq14AaABAg,@Kyroro97,This is still one of the best anime I&#39;ve seen. Shame there has been nothing like it since or even a spin-off like a story about lord genome or humanity reaching out to alien civilization,4,0,2022-05-02T22:55:21Z,0.375,0.525,0.119,0.686,0.194,0.509,79.09,9.29,1,shame
UgztkPXQXcAMZXT3rl14AaABAg,@roycelectron,"I had dropped this in Episode 1 like 7 times and when I actually decided to finish it, it was in my Top 10 anime hahahahahaha.",1,0,2022-04-30T09:07:07Z,0.25,0.3,0.0,0.848,0.152,0.5106,53.55,15.02,0,shame
UgzlSzWNBx02aH0OZkN4AaABAg,@WildspeakerYT,"First video I see from you, I love TTGL, 10 seg of video, Dude you can not start a TTGL video with Xenoblade X music, thats&#39;s like cheating, you have used a forbidddn spell, you also have my respect",0,0,2022-04-29T08:17:52Z,0.375,0.4666666666666667,0.074,0.723,0.202,0.7351,65.73,16.63,0,sadness
UgymnD6B4YVpUPmQP3d4AaABAg,@tgm2104,“Believe in me that I believe in you” hit hard as fuck beside the drill quotes,0,0,2022-04-28T14:19:58Z,-0.3458333333333333,0.5708333333333333,0.259,0.741,0.0,-0.5994,89.08,6.4,1,anger
UgxxadJ1zFWjo5hK8-J4AaABAg,@hastrid_swag,"I&#39;m not sure if it was entirely intentional, but this video seems almost structured in a similar fashion described within the video itself. The start seemed like a series of criticisms toward the show, and the latter half was you praising it for those criticisms to ultimately enhance the show and each of its biggest events. 10/10 video I will be watching more",0,0,2022-04-27T15:18:05Z,0.0119047619047619,0.5115079365079365,0.086,0.804,0.111,0.5885,67.08,11.57,1,disgust
UgwW0E3ZPvcMaro2HYd4AaABAg,@JangoMango5,"I def dropped it off before rossiu episode, I’m super glad I came back to it",0,0,2022-04-24T22:38:18Z,0.2777777777777777,0.5555555555555555,0.0,0.67,0.33,0.7845,89.08,6.4,1,fear
Ugy6biJOxDky96H7g4F4AaABAg,@randomartist1369,"I remember watching kamina&#39;s death and thinking &quot;wait... did... did that really just happen??&quot; and even after 2-3 episodes later I couldn&#39;t get a full grasp on the fact. But I 100% agree that this choice made the show soooo much better. I wanted to watch gurren lagann because I saw anti-spiral was powerful and was like &quot;haha hell yea epic battles here I come&quot; and epic battles I got. I&#39;m glad I didn&#39;t dop the show because I was waiting for anti-spiral, because I got something much better. +anti spiral too- that- that was epic.",0,0,2022-04-19T01:06:58Z,0.265,0.495,0.148,0.675,0.177,0.5661,74.49,5.9,0,fear
UgxOBQj7JYkkauOAKyl4AaABAg,@emigomez4295,"To be honest one of the valid criticisms that I can think about for the opening act before taking down Lord Genoma is how the show treats Yoko, on my first watch I did not had the information that she was 14 at the time of the act and brushed off some of her cuestionable scenes as just a cultural difference, but on my second watch knowing full well her age I can&#39;t look to those shots with anything but pure disgust. I&#39;m conscious that it&#39;s a product of it&#39;s time and all that stuff but it does not fix the big issue that the show had sexualizing Yoko.",1,0,2022-04-11T22:53:11Z,0.1458730158730158,0.3372222222222222,0.058,0.901,0.041,-0.4588,50.0,23.63,1,guilt
UgwvEQ1NEKaH-BlHqmR4AaABAg,@jonathanbell7629,"Thanks for putting words to what I felt so strongly throughout this series. It was the first anime I watched all the way through start to finish, and in one binge. I had to go outside with my best friend to stare at the stars, when it ended. That&#39;s how powerfully the show&#39;s themes were delivered to us, it forever changed the way that I look at humanity, space, courage, friendship, and the &quot;impossible&quot;.",1,0,2022-03-15T16:28:39Z,0.3638888888888889,0.4361111111111111,0.0,0.78,0.22,0.9592,78.08,9.56,1,joy
UgznvZcaYTvUcdj_lyt4AaABAg,@andythestrongestavenger7688,"Some fans fell for this, thought Kamina was the main character and in the end couldn&#39;t get over his death. They failed to do what the show&#39;s trying to teach us: to get over one&#39;s death. <br><br><br>Like, c&#39;mon, the show literally started with Simon&#39;s dialogue.",0,0,2022-03-12T13:02:52Z,-0.1666666666666666,0.3166666666666666,0.209,0.791,0.0,-0.9022,73.17,9.56,0,sadness
Ugxx3uK65WAjhaOgVq94AaABAg,@jakeking974,"I still can&#39;t get my brother, my older brother, to sit down at watch Gurren Lagann and that makes me sad.<br>My entire perspective on brothers changed when I watched Kamina die. It made me have to accept that, despite his age and similarities, my own brother&#39;s life isn&#39;t a guarantee, despite him meaning more to me than even my parents, and that sometimes life hands you a change that makes you want to actually die.",6,0,2022-03-04T19:21:32Z,0.1851851851851852,0.474537037037037,0.093,0.836,0.07,-0.5994,63.02,12.67,1,anger
Ugzx55Bc6TAhQ5c10IR4AaABAg,@jakeking974,"That&#39;s because, until Simon grows up, Kamina IS the pinnacle of inspiration. He knows the unthinkable, he breaks the unbreakable, he IS spiral power. His flaws mean nothing in his last moments. He is a hero, a martyr, and a display of the cost. Simon accepts this far down the road as he has to say goodbye to Nia. He acted with his heart on his sleeve and knew there would be a price to pay, just like Kamina had to pay with his life to show Simon and the team the way. It was never about just winning, or just fighting, it was about proving a point; that with all of the limits of humanity, they are still capable of boosting each other to before-impossible heights. Kamina never lost. He only paid his life for a chance for others. He accepted death because he believed in the drill, Simon&#39;s drill, the drill that will create the heavens.",0,0,2022-03-04T19:15:03Z,0.0174382716049382,0.5964506172839505,0.065,0.763,0.172,0.9577,72.36,8.35,1,fear
UgxTAjSO3m75yN0izIh4AaABAg,@jakeking974,"Kamina was never meant to be some impossibly strong or capable person. He&#39;s simply who he is: the big brother to Simon. He goes as far as to sacrifice himself for his brother and friends. With this, his flaws no longer matter. He was strong to the end, and that&#39;s what makes him a hero. Beyond this, he taught Simon strength and confidence, a change that altered the very universe. Without Kamina, there is no Gurren Lagann, but in the absence of Kamina is where Team Dai Gurren understands the reality they face. Many may die. Maybe even everyone. But it&#39;s a fight worth fighting, and Kamina proved that to everyone.",0,0,2022-03-04T19:06:22Z,0.2154166666666666,0.4223809523809523,0.125,0.745,0.131,-0.293,77.13,6.96,0,disgust
UgzP5UhFCO-4otyJ0pB4AaABAg,@jakeking974,"I&#39;m gonna say it:<br>Tengen Toppa Gurren Lagann is a perfect anime. I still can&#39;t watch Kamina die without crying, ten years after first watching.",90,2,2022-03-04T19:01:20Z,0.2625,0.4833333333333333,0.125,0.674,0.201,0.33,67.76,6.47,0,sadness
Ugy_RoWh6Ac32fREfs94AaABAg,@bigpapa5805,I honestly think this anime should have been longer,2,0,2022-02-22T04:10:30Z,0.6,0.9,0.0,0.727,0.273,0.4588,87.72,8.04,0,guilt
UgximZXkea7HP7r8qAl4AaABAg,@samuelebeddia6564,It’s peak,1,0,2022-01-21T18:05:10Z,0.0,0.0,0.0,1.0,0.0,0.0,120.21,0.8,0,sadness
UgzLFyIOFas3hqY26354AaABAg,@judahfullerton8464,Dude completely missed the point of kamina,2,5,2022-01-17T18:33:31Z,0.1,0.4,0.294,0.706,0.0,-0.3597,64.37,14.23,1,sadness
UgxLntNg2mgUO__-4DZ4AaABAg,@Kojiro10810,and this is why gurren lagann is in my top 3,1,0,2022-01-17T02:42:29Z,0.5,0.5,0.0,0.847,0.153,0.2023,94.15,4.4,0,sadness
UgyBPNOgO1cIAkFGf4Z4AaABAg,@ogoglethorp,It&#39;s just stupid good ........must have rewatched the entire series 8X so far and still worth a few more,0,0,2021-12-17T00:45:31Z,0.0857142857142857,0.5607142857142857,0.14,0.661,0.198,0.1027,95.67,3.8,1,sadness
UgyS9WuuGYD19BWQVMd4AaABAg,@sggyd.795,"A true leader inspires others, even when they’re not around. That’s as close to Kamina as you can get",0,0,2021-10-30T02:52:21Z,0.35,0.65,0.0,0.749,0.251,0.6908,87.21,5.91,0,anger
Ugz75s8TKEt5gVbJiHd4AaABAg,@dutra364,"When i give a 10/10 to an anime, it feels like it not even close to the 10/10 that TTGL deserve, what a unique and beautiful anime",0,0,2021-10-26T00:13:46Z,0.6125,1.0,0.0,0.796,0.204,0.7506,77.91,10.8,0,guilt
UgzJnmFirHPfzukpU4N4AaABAg,@eduardoayala3204,"Me, after learning that some ppl think that Gurren Lagann&#39;s first act is the qeakest one: lol whar<br><br><br>Alsox brautiful video",1,1,2021-09-08T02:28:10Z,0.525,0.5166666666666666,0.0,0.872,0.128,0.4215,51.18,8.0,0,joy
Ugy7z_8v0ldVd38moFF4AaABAg,@RadarFinsR,"I&#39;m so glad you put the quote &quot;Tell me Simon, do you know why humans have eyes in front? it&#39;s cause you have to move forward to see the landscape in the distance..&quot; &quot;If you have eyes in back, all you can see is your hometown getting farther away, you can&#39;t move forward like that, if your eyes are in front, what you see in the distance keeps getting closer that&#39;s what let&#39;s people move forward.&quot;<br><br>It really does speak a lot about a positive perspective on moving forward looking to the future instead of living in the past in general, but it&#39;s also him trying to make up for not being able to go with his father when he left. He was a literal child at the time and grew up to value courage and &quot;manliness&quot; the things he lacked when he lost his father.",0,0,2021-09-07T21:12:38Z,0.1363636363636363,0.3606060606060606,0.019,0.894,0.087,0.864,67.42,12.7,1,anger
UgxytaKVA8-pVFk_t3B4AaABAg,@edmonddantes2745,I didn&#39;t realize that people found Gurren Lagann difficult to get into. It being &#39;stupid&#39; with Kamina being a fun dumbass was why I found it so entertaining. I just stayed because I liked the rest too.,2,0,2021-09-07T10:28:25Z,0.2249999999999999,0.675,0.127,0.667,0.205,0.5777,67.45,10.33,1,anger
Ugz6X2sl7XAqKmu0b5Z4AaABAg,@jglpatron1,Wait did the hot springs girls all over kaminas looked like reí and asuka from neon genesis?,1,0,2021-09-03T20:01:37Z,0.25,0.8500000000000001,0.0,0.865,0.135,0.3612,79.6,11.51,1,disgust
UgwgTVoF5iE1XYjcpdF4AaABAg,@johnnyjoestar3241,The show got more gloomy and serious after kamina died. It became less funny and more sad in a way. The storytelling threw me off and I wasn’t prepared for his death at all,0,0,2021-09-02T13:36:50Z,0.0416666666666666,0.6222222222222222,0.313,0.589,0.098,-0.8703,85.39,8.05,1,sadness
UgyIbUYYpbjzP9TyURV4AaABAg,@DSan-kl2yc,"I don&#39;t consider that a trick..and if someone doesn&#39;t like the show in the beginning, I doubt that they&#39;ll like it at the end. Even as the story is dire, what wins isnt logic. If that&#39;s what someone wants, then they&#39;ll never enjoy it. The show isn&#39;t fundamentally different. I would actually say 1/4 of the show that&#39;s bad is the 2/4 part after kamina died before the time skip. The self pity arc and Simon pretending to be kamina seems hallow. But there&#39;s no way around it..it has to exist.<br> I also wouldn&#39;t say it&#39;s shallow how kamina is. That&#39;s reinforcing something, and the show continually uses those words and calls back to them.<br><br> Viral isn&#39;t the main antagonist for long even before kamina dies. And he&#39;s clearly a rival. That kinda character is expected to exist in shows. A villain that sort of grows or reappears, with the hero. Him having a running joke doesn&#39;t ruin the quality.<br> The first half plays more like a homage to super robots for a younger audience. But everything good about current lagann exists and shows up.",1,2,2021-08-10T18:39:32Z,0.045,0.3525,0.126,0.725,0.149,0.7372,69.48,6.71,1,sadness
UgyLZLuhwbkGAOobB_N4AaABAg,@joesteadman343,He is the personification of humanity&#39;s will. If Kamina had not inspired the human race to crawl from the depths of the Earth&#39;s crust and grab the universe by the throat they&#39;d still be down there oppressed by the Lordgenome.<br><br>He taught a whole race of people how to run towards their dreams again.,0,0,2021-07-27T15:46:49Z,0.0148148148148148,0.262962962962963,0.098,0.856,0.046,-0.4639,70.43,9.34,1,disgust
UgyYxJVYU30fWJTtyEt4AaABAg,@cornishdinosaur,Xenoblade X music.<br>Instant love.,1,0,2021-07-16T10:52:09Z,0.5,0.6,0.0,0.417,0.583,0.6369,75.88,1.6,0,joy
UgyTwAuWEkFsuTrOsNN4AaABAg,@Swampert444,"Your captured the true depth of Gurren Lagann and the duality truth of part 1 and 2 and the relationship of the brotherhood of Simon and Kamina and what that companionship brings to the story, all in one video. Excellent job, your amazing as usual.",0,1,2021-07-11T14:26:04Z,0.425,0.7,0.0,0.765,0.235,0.9118,57.1,14.33,0,fear
Ugxid3ySZ7h0jaGR1wx4AaABAg,@Swampert444,"Glass reflection needs to watch this video and realize the truth. His ridiculous gurren lagann was terrible imo and disrespected the series or at the very least he completely misunderstood it. Maybe if he and other people watch this video, they’ll open their eyes to the truth and true depth of Gurren Lagann. Sorry if this comment came across rude, I just for a little passionate there.",1,0,2021-07-11T14:23:01Z,-0.2214393939393938,0.6722727272727272,0.188,0.686,0.126,-0.6232,71.34,10.3,0,disgust
UgyNRaMERDA_QGykoYN4AaABAg,@truthspreader1996,I completely disagree!,1,0,2021-07-09T12:32:09Z,0.125,0.4,0.614,0.386,0.0,-0.4914,34.59,14.53,1,guilt
UgxNrDEAcT1sCrQYsr54AaABAg,@prithviyr8979,Kamina is quite literally our role model because he shows us even if we arent the best suited for the role we still can do our best to inspire the future even if u fail u still inspire others to go on and move forward,9,0,2021-06-09T04:15:44Z,0.375,0.25625,0.117,0.684,0.198,0.6939,51.18,19.78,0,disgust
UgxqpQIUickjaK4G_ux4AaABAg,@dc1397,"I keep thinking of Yoko too.  I don&#39;t think she will ever find happiness.  As important as she is, she gets pushed to the side because the story/life is more important.  She finds happiness with Kamina then he dies.  Then finally sees that Kittan likes her and she for him...then he dies.  It is a very tough war for her as well as Simon.  I think it would be too hard to replace Kamina and Kittan.  She accepted the way things were in that regard but still kept moving forward in other areas.",8,0,2021-05-29T07:23:54Z,0.1975308641975308,0.6462962962962964,0.051,0.824,0.125,0.6554,86.4,4.98,0,anger
UgxBdmVsR4PLzea0tel4AaABAg,@namesdontmattergaming2756,Am I the only one who sees Ttgl vs Anti spiral as kind of parallel to me who wants to believe in myself and humanity vs religious interpretations of an all powerful deity people try and push?,1,0,2021-05-22T09:47:12Z,0.1833333333333333,0.5416666666666666,0.057,0.873,0.07,0.128,42.38,19.12,1,disgust
UgzvcyzVGyZQnxaoXM14AaABAg,@fakergains5526,Imma leave a dislike... <br><br><br>Cuz this almost made me cry ( just jk I left a like),0,0,2021-05-11T19:27:10Z,0.0,0.0,0.288,0.521,0.191,-0.3041,80.28,3.2,0,sadness
Ugx7WtngsTUuwETkVBN4AaABAg,@greenshinobi85,i was shocked by kaminas death and related side by side with simon.,0,0,2023-11-18T07:39:09Z,-0.35,0.6000000000000001,0.36,0.64,0.0,-0.7351,75.2,11.35,1,sadness
Ugx_0Qfpi6GkrtxNw6t4AaABAg,@dudebladeX,"One of the things that I love about this series is that it starts off as &quot;What if a Saturday Morning Cartoon was an Anime?&quot; and then once your guard is down, it hits you in the face that it&#39;s so much deeper than that. The overall themes gave us so much. Even the corny badass lines hold a much deeper meaning than what one would think at first glance.<br><br>&quot;Believe in the me that believes in you&quot; is just &quot;Even if you don&#39;t have faith in yourself, <i>I</i> do. Trust in that.&quot;<br><br>&quot;Who the hell do you think I am&quot; is just &quot;I refuse to give up, and you&#39;re stupid as hell to think I will.&quot;<br><br>&quot;The drill that will pierce the heavens&quot; is just &quot;I&#39;ll surpass myself and reach as high as I can.&quot;<br><br>And I love how they wrapped up Kamina&#39;s death. Not in episode 11, but in episode 26. Where Kamina saves everyone by simply asking &quot;Is this life really the one you want? One that was handed to you instead of one that you earned?&quot;",1,0,2023-11-12T16:44:26Z,0.104537037037037,0.3766137566137566,0.062,0.864,0.074,-0.2359,90.39,6.11,0,guilt
UgyXnp8ozQrAxb-KDqJ4AaABAg,@hawkeyenextgen7117,"Is it ok to be unable to enjoy Gurren Lagaan? I want to watch it so badly but I can&#39;t. I&#39;m afraid Nia&#39;s death will trigger the memory of my ex&#39;s suicide. But people from the anime fandom have shamed me for it, accusing me of murdering her.",0,0,2023-10-29T06:14:11Z,-0.1799999999999999,0.6133333333333333,0.381,0.55,0.068,-0.9801,76.22,7.3,1,fear
UgxNmrZUyWcntdniBjp4AaABAg,@tucosalamanca5818,Why didn&#39;t u put a spoiler warning???? or at least edit the description or something bruh,1,7,2023-10-20T12:42:37Z,-0.3,0.4,0.183,0.817,0.0,-0.5204,80.28,5.7,1,guilt
Ugy7UsUTZ9Es3cQFgZF4AaABAg,@stephenquinn1674,Why not gurren lagann music in the background 😢,0,1,2023-09-19T15:50:05Z,0.0,0.0,0.256,0.744,0.0,-0.4767,71.82,3.2,0,sadness
UgzWf7TF_cuhqH0kNah4AaABAg,@masterz7201,Dude I love this show so much,0,0,2023-09-06T16:56:18Z,0.35,0.4,0.0,0.588,0.412,0.6369,115.13,2.8,0,joy
Ugy0gQIya7xoSaReCrB4AaABAg,@VoidSandwich,"There’s a huge problem with the majority of the internet’s users and it’s that they try so hard to be like a rock; cold, unemotional, and unmoving. It, at its core, is that these users just want to fit in and not be ridiculed by the vast ocean of NPCs that spend their short time existing criticizing everything they look at.<br><br>In other words; people want to fit in and tend to look down upon people with optimism by calling it “naive” and “unrealistic”<br>They do, in fact, like Evangelion too much.<br>I believe that this constant need to be a rock has their puny Nihilist brains unable to understand things like Gurren Lagann.<br><br>Even shorter version: people criticize idealistic ideas and praise realistic ones for the sake of fitting in.<br><br>This is a problem, as idealism is what enables us to think clearly and work towards our goals. A cynical mindset would never believe they could achieve something greater with a “realistic” view of things. And I believe the internet can be used to accomplish these goals, but right now it’s not being used as is optimal purpose.<br><br>“Believing in yourself isn’t something that makes you succeed, it is simply a tool needed to succeed”<br>- “Spiral Power is Real”, from Zoomer Talk<br><br>(But seriously how the hell do you not go past 2 episodes in a 27 episode anime? Good luck watching one piece.)",0,0,2023-09-02T03:35:01Z,0.0065396825396825,0.551936507936508,0.072,0.762,0.166,0.9553,56.79,12.45,1,disgust
UgwUQaiJSFUHmtkocRV4AaABAg,@holloify_tensa_zangetsu,"Gurren does wear you need to do within the beginning .<br>1. Make us like the characters <br>2. Tell some, show more.<br>3. Make it known what it will be.<br>Bleach has the same type of beginning <br>Gintama had a LONGER type. These shows don&#39;t throw it in your face like One Piece,Naruto,Black clover etc.",0,0,2023-08-16T17:52:32Z,0.0,0.125,0.0,0.909,0.091,0.6124,88.02,5.02,1,disgust
Ugwfs94NowbRnvvQvER4AaABAg,@holloify_tensa_zangetsu,"The people who call Gurren Lagann &quot;Stupid,Dumb&quot; are those who LOVE EVANGELION, and hate on Bleach and Gintama. <br>Gurren from the the beginning gripped me. I just watched Kill LA Kill and loved it.",0,0,2023-08-16T17:49:32Z,0.1333333333333333,0.7666666666666666,0.257,0.569,0.173,-0.6448,76.93,6.87,1,disgust
